,Symbol,Company,Earnings Call Time,EPS Estimate,Reported EPS,Surprise(%),Earnings Date
32,CRL,Charles River Laboratories International Inc,TAS,1.4,1.49,6.43,2019-02-13
33,CRM,Salesforce.Com Inc,TAS,0.55,0.7,27.27,2019-03-04
37,CRMD,CorMedix Inc,Before Market Open,-0.4,0.1,125.0,2019-03-14
14,CRMT,America's CAR-MART Inc,TAS,1.02,1.55,51.96,2019-02-19
31,CRMZ,CreditRiskMonitor.Com Inc,TAS,,,,2019-03-18
44,CRNT,Ceragon Networks Ltd,Before Market Open,0.05,0.06,20.0,2019-02-20
26,CRNX,Crinetics Pharmaceuticals Inc,Time Not Supplied,-0.41,-0.35,14.63,2019-03-13
61,CROX,Crocs Inc,TAS,-0.24,-1.72,-616.67,2019-02-28
42,CRR,CARBO Ceramics Inc,TAS,-0.53,-0.69,-30.19,2019-01-31
56,CRS,Carpenter Technology Corp,TAS,0.66,0.76,15.15,2019-01-31
9,CRSP,Crispr Therapeutics AG,TAS,-0.78,-0.92,-17.95,2019-02-25
43,CRTO,Criteo SA,Before Market Open,0.73,0.84,15.07,2019-02-13
54,CRUS,Cirrus Logic Inc,TAS,0.8,0.91,13.75,2019-01-30
33,CRVL,CorVel Corp,TAS,,,,2019-02-05
81,CRWS,Crown Crafts Inc,TAS,0.15,0.15,,2019-02-07
50,CRY,CryoLife Inc,TAS,0.11,0.05,-54.55,2019-02-13
40,CRZO,Carrizo Oil & Gas Inc,TAS,0.56,0.56,,2019-02-25
11,CSBB,CSB Bancorp Inc,After Market Close,,,,2019-01-25
35,CSBR,Champions Oncology Inc,TAS,0.03,,-100.0,2019-03-18
74,CSCO,Cisco Systems Inc,TAS,0.72,0.73,1.39,2019-02-13
22,CSFL,Centerstate Bank Corp,After Market Close,0.52,0.54,3.85,2019-01-22
58,CSGP,CoStar Group Inc,TAS,2.53,2.81,11.07,2019-02-26
41,CSGS,CSG Systems International Inc,TAS,0.76,0.95,25.0,2019-02-06
57,CSII,Cardiovascular Systems Inc,TAS,-0.04,0.01,125.0,2019-01-30
13,CSIQ,Canadian Solar Inc,TAS,1.01,1.81,79.21,2019-03-21
45,CSL,Carlisle Companies Inc,TAS,1.23,1.49,21.14,2019-02-07
88,CSLT,Castlight Health Inc,TAS,0.01,0.01,,2019-02-28
42,CSOD,Cornerstone OnDemand Inc,TAS,0.22,0.24,9.09,2019-02-12
52,CSPI,CSP Inc,TAS,,,,2019-02-13
12,CSS,CSS Industries Inc,TAS,1.61,0.74,-54.04,2019-02-08
30,CSSE,Chicken Soup for The Soul Entertainment Inc,After Market Close,0.64,0.01,-98.44,2019-03-28
40,CSTE,Caesarstone Ltd,TAS,0.19,0.2,5.26,2019-02-06
86,CSTM,Constellium NV,TAS,0.11,-0.09,-181.82,2019-02-21
39,CSTR,Capstar Financial Holdings Inc,TAS,0.28,0.33,17.86,2019-01-25
81,CSU,Capital Senior Living Corp,TAS,-0.3,-0.88,-193.33,2019-02-28
20,CSV,Carriage Services Inc,TAS,0.19,0.23,21.05,2019-01-17
60,CSV,Carriage Services Inc,TAS,0.19,0.23,21.05,2019-02-21
5,CSVI,Computer Services Inc,Before Market Open,,,,2019-01-10
43,CSWC,Capital Southwest Corp,TAS,0.38,0.39,2.63,2019-02-05
49,CSWI,CSW Industrials Inc,TAS,0.41,0.46,12.2,2019-02-05
15,CSX,CSX Corp,TAS,0.99,1.01,2.02,2019-01-16
12,CTAS,Cintas Corp,TAS,1.71,1.84,7.6,2019-03-21
22,CTB,Cooper Tire & Rubber Co,TAS,0.57,0.66,15.79,2019-02-19
4,CTBI,Community Trust Bancorp Inc,TAS,0.88,0.89,1.14,2019-01-16
19,CTEK,CynergisTek Inc,TAS,0.15,0.33,120.0,2019-03-28
36,CTG,Computer Task Group Inc,TAS,0.08,0.03,-62.5,2019-02-19
31,CTGO,Contango ORE Inc,Time Not Supplied,,,,2019-02-01
14,CTGO,Contango ORE Inc,Time Not Supplied,,,,2019-02-08
39,CTHR,Charles & Colvard Ltd,After Market Close,,,,2019-02-07
44,CTHR,Charles & Colvard Ltd,TAS,,,,2019-02-07
27,CTK,CooTek (Cayman) Inc,TAS,0.05,0.07,40.0,2019-03-06
54,CTL,CenturyLink Inc,TAS,0.32,0.37,15.62,2019-02-13
42,CTLT,Catalent Inc,TAS,0.37,0.45,21.62,2019-02-05
64,CTMX,CytomX Therapeutics Inc,TAS,-0.48,-0.72,-50.0,2019-02-27
37,CTO,Consolidated-Tomoka Land Co,TAS,2.02,2.17,7.43,2019-02-06
36,CTRE,CareTrust REIT Inc,TAS,0.18,0.18,,2019-02-13
7,CTRN,Citi Trends Inc,TAS,0.56,0.59,5.36,2019-03-15
50,CTS,CTS Corp,TAS,0.42,0.41,-2.38,2019-02-05
30,CTSH,Cognizant Technology Solutions Corp,TAS,1.07,1.13,5.61,2019-02-06
45,CTSO,Cytosorbents Corp,After Market Close,-0.13,-0.17,-30.77,2019-03-07
17,CTT,CatchMark Timber Trust Inc,TAS,-0.73,-0.78,-6.85,2019-02-15
71,CTXS,Citrix Systems Inc,TAS,1.59,1.67,5.03,2019-01-23
70,CUB,Cubic Corp,TAS,-0.08,0.32,500.0,2019-02-06
61,CUBE,CubeSmart,TAS,0.22,0.2,-9.09,2019-02-21
29,CUBI,Customers Bancorp Inc,After Market Close,0.5,0.53,6.0,2019-01-24
23,CUI,CUI Global Inc,After Market Close,-0.06,-0.16,-166.67,2019-03-18
25,CUI,CUI Global Inc,TAS,-0.06,-0.16,-166.67,2019-03-18
67,CULP,Culp Inc,TAS,0.25,0.27,8.0,2019-02-28
32,CUO,Continental Materials Corp,Time Not Supplied,,,,2019-03-28
51,CURO,CURO Group Holdings Corp,After Market Close,0.51,0.52,1.96,2019-01-31
19,CURO,CURO Group Holdings Corp,TAS,0.51,0.52,1.96,2019-02-01
4,CUTR,Cutera Inc,TAS,0.15,-0.11,-173.33,2019-01-07
73,CUTR,Cutera Inc,TAS,0.15,-0.11,-173.33,2019-02-20
50,CUZ,Cousins Properties Inc,TAS,0.08,0.2,150.0,2019-02-06
72,CVA,Covanta Holding Corp,TAS,0.09,0.04,-55.56,2019-02-14
43,CVBF,CVB Financial Corp,TAS,0.34,0.31,-8.82,2019-01-23
45,CVCO,Cavco Industries Inc,TAS,1.44,1.44,,2019-02-05
17,CVCY,Central Valley Community Bancorp,After Market Close,0.39,0.38,-2.56,2019-01-23
39,CVEO,Civeo Corp,TAS,-0.1,-0.08,20.0,2019-02-26
18,CVGI,Commercial Vehicle Group Inc,TAS,0.26,0.29,11.54,2019-03-12
62,CVGW,Calavo Growers Inc,Before Market Open,0.52,0.74,42.31,2019-03-07
32,CVI,CVR Energy Inc,TAS,0.98,0.83,-15.31,2019-02-20
17,CVIA,Covia Holdings Corp,TAS,-0.3,-0.3,,2019-03-21
63,CVLT,CommVault Systems Inc,TAS,0.42,0.54,28.57,2019-01-29
3,CVLY,Codorus Valley Bancorp Inc,Time Not Supplied,,,,2019-03-15
86,CVM,CEL-SCI Corp,After Market Close,,,,2019-02-14
71,CVNA,Carvana Co,After Market Close,-0.49,-0.55,-12.24,2019-02-28
10,CVR,Chicago Rivet & Machine Co,Time Not Supplied,,,,2019-03-20
71,CVRR,CVR Refining LP,Before Market Open,0.81,,,2019-02-20
31,CVS,CVS Health Corp,TAS,2.05,2.14,4.39,2019-02-20
34,CVSI,CV Sciences Inc,TAS,0.02,0.03,50.0,2019-03-12
81,CVTI,Covenant Transportation Group Inc,TAS,0.76,0.92,21.05,2019-01-24
6,CVU,CPI Aerostructures Inc,TAS,0.17,0.21,23.53,2019-03-13
9,CVU,CPI Aerostructures Inc,TAS,0.17,0.21,23.53,2019-03-13
35,CVX,Chevron Corp,TAS,1.87,1.95,4.28,2019-02-01
82,CW,Curtiss-Wright Corp,TAS,1.75,1.9,8.57,2019-02-26
25,CWBC,Community West Bancshares,Before Market Open,,,,2019-01-25
20,CWBR,CohBar Inc,Time Not Supplied,,,,2019-03-18
41,CWCO,Consolidated Water Co Ltd,TAS,0.15,0.16,6.67,2019-03-18
46,CWH,Camping World Holdings Inc,TAS,0.18,-0.26,-244.44,2019-03-07
76,CWK,Cushman & Wakefield PLC,After Market Close,0.59,0.59,,2019-02-27
51,CWST,Casella Waste Systems Inc,TAS,0.11,0.09,-18.18,2019-02-21
93,CWT,California Water Service Group,TAS,0.28,0.32,14.29,2019-02-28
0,CWT,California Water Service Group,TAS,0.28,0.32,14.29,2019-02-28
25,CXDO,Crexendo Inc,TAS,,,,2019-03-05
9,CXKJ,CX Network Group Inc,Time Not Supplied,,,,2019-01-15
64,CXKJ,CX Network Group Inc,Time Not Supplied,,,,2019-02-14
33,CXO,Concho Resources Inc,TAS,1.12,0.94,-16.07,2019-02-19
63,CXP,Columbia Property Trust Inc,TAS,0.02,0.04,100.0,2019-02-13
31,CXW,CoreCivic Inc,TAS,0.39,0.4,2.56,2019-02-19
62,CY,Cypress Semiconductor Corp,TAS,0.33,0.35,6.06,2019-01-31
56,CYAN,Cyanotech Corp,Before Market Open,,,,2019-02-06
55,CYAN,Cyanotech Corp,Before Market Open,,,,2019-02-13
40,CYBE,CyberOptics Corp,TAS,0.12,0.16,33.33,2019-02-19
52,CYBR,Cyberark Software Ltd,TAS,0.59,0.89,50.85,2019-02-14
16,CYCC,Cyclacel Pharmaceuticals Inc,TAS,-0.17,-0.17,,2019-03-27
50,CYD,China Yuchai International Ltd,TAS,0.35,0.7,100.0,2019-02-26
35,CYH,Community Health Systems Inc,TAS,-0.6,-0.42,30.0,2019-02-20
15,CYIG,Spring Pharmaceutical Group Inc,Time Not Supplied,,,,2019-02-14
23,CYOU,Changyou.Com Ltd,Before Market Open,0.5,0.52,4.0,2019-02-01
58,CYRN,Cyren Ltd,TAS,-0.08,-0.07,12.5,2019-02-13
64,CYRX,CryoPort Inc,TAS,-0.07,-0.08,-14.29,2019-03-07
67,CYTK,Cytokinetics Inc,TAS,-0.52,-0.48,7.69,2019-02-21
36,CZFS,Citizens Financial Services Inc,Time Not Supplied,1.31,1.28,-2.29,2019-01-25
95,CZR,Caesars Entertainment Corp,TAS,-0.07,0.25,457.14,2019-02-21
28,CZWI,Citizens Community Bancorp Inc,Time Not Supplied,0.22,0.12,-45.45,2019-01-28
12,CZWI,Citizens Community Bancorp Inc,Time Not Supplied,0.22,0.12,-45.45,2019-02-01
37,D,Dominion Energy Inc,TAS,0.9,0.89,-1.11,2019-02-01
37,DAC,Danaos Corp,TAS,1.68,2.52,50.0,2019-02-19
73,DAIO,Data I/O Corp,TAS,-0.02,0.08,500.0,2019-02-21
75,DAKT,Daktronics Inc,TAS,-0.03,-0.07,-133.33,2019-02-20
0,DAL,Delta Air Lines Inc,TAS,1.27,1.3,2.36,2019-01-15
14,DAN,Dana Inc,TAS,0.65,0.71,9.23,2019-01-15
23,DAN,Dana Inc,TAS,0.65,0.71,9.23,2019-02-15
90,DAR,Darling Ingredients Inc,TAS,0.21,0.24,14.29,2019-02-27
26,DAVA,Endava PLC,TAS,15.72,20.0,27.23,2019-02-28
77,DBD,Diebold Nixdorf Inc,TAS,,-0.08,,2019-02-13
15,DBI,Designer Brands Inc,Before Market Open,0.04,-0.07,-275.0,2019-03-19
98,DBX,Dropbox Inc,TAS,0.08,0.1,25.0,2019-02-21
35,DCI,Donaldson Company Inc,TAS,0.51,0.47,-7.84,2019-03-06
25,DCO,Ducommun Inc,TAS,0.33,0.17,-48.48,2019-02-28
45,DCOM,Dime Community Bancshares Inc,TAS,0.32,0.34,6.25,2019-01-24
44,DCP,DCP Midstream LP,TAS,0.41,0.28,-31.71,2019-02-11
0,DDD,3D Systems Corp,TAS,0.07,0.1,42.86,2019-02-28
48,DDS,Dillard's Inc,TAS,2.66,3.22,21.05,2019-02-25
19,DE,Deere & Co,TAS,1.76,1.54,-12.5,2019-02-15
30,DEA,Easterly Government Properties Inc,TAS,0.06,0.01,-83.33,2019-02-28
70,DECK,Deckers Outdoor Corp,TAS,5.3,6.59,24.34,2019-01-31
52,DEI,Douglas Emmett Inc,TAS,0.19,0.15,-21.05,2019-02-12
20,DELL,Dell Technologies Inc,TAS,1.81,1.86,2.76,2019-02-28
5,DENN,Denny's Corp,TAS,0.18,0.18,,2019-01-14
46,DENN,Denny's Corp,TAS,0.18,0.18,,2019-02-12
89,DERM,Dermira Inc,TAS,-1.91,-1.7,10.99,2019-02-26
51,DESP,Despegar.com Corp,TAS,0.06,0.04,-33.33,2019-03-07
14,DFFN,Diffusion Pharmaceuticals Inc,Time Not Supplied,-0.9,-1.61,-78.89,2019-03-20
91,DFIN,Donnelley Financial Solutions Inc,TAS,0.15,-0.06,-140.0,2019-02-27
88,DFS,Discover Financial Services,TAS,2.06,2.03,-1.46,2019-01-24
47,DG,Dollar General Corp,TAS,1.88,1.84,-2.13,2019-03-14
44,DGICA,Donegal Group Inc,TAS,-0.14,-0.12,14.29,2019-02-19
92,DGII,Digi International Inc,TAS,-0.01,0.17,1800.0,2019-01-31
88,DGX,Quest Diagnostics Inc,TAS,1.37,1.36,-0.73,2019-02-14
44,DHI,D.R. Horton Inc,Before Market Open,0.78,,,2019-01-25
2,DHIL,Diamond Hill Investment Group Inc,TAS,,,,2019-02-21
80,DHR,Danaher Corp,TAS,1.27,1.14,-10.24,2019-01-29
79,DHT,DHT Holdings Inc,After Market Close,0.14,0.13,-7.14,2019-02-06
88,DHX,DHI Group Inc,TAS,0.06,0.11,83.33,2019-02-07
87,DIGP,Digipath Inc,Time Not Supplied,,,,2019-02-14
27,DIN,Dine Brands Global Inc,TAS,1.57,1.7,8.28,2019-02-21
76,DIOD,Diodes Inc,TAS,0.58,0.65,12.07,2019-02-13
0,DIS,TWDC Enterprises 18 Corp,TAS,1.55,1.84,18.71,2019-02-05
91,DISCA,Discovery Inc,TAS,0.8,0.74,-7.5,2019-02-26
53,DISH,DISH Network Corp,TAS,0.67,0.64,-4.48,2019-02-13
2,DIT,AMCON Distributing Co,After Market Close,,,,2019-01-18
43,DJCO,Daily Journal Corp,Time Not Supplied,,,,2019-02-11
48,DK,Delek US Holdings Inc,TAS,1.25,1.59,27.2,2019-02-19
49,DKL,Delek Logistics Partners LP,TAS,0.74,0.58,-21.62,2019-02-19
40,DKS,Dick's Sporting Goods Inc,TAS,1.06,1.07,0.94,2019-03-12
24,DL,China Distance Education Holdings Ltd,TAS,,,,2019-03-06
25,DL,China Distance Education Holdings Ltd,After Market Close,,,,2019-03-06
9,DLA,Delta Apparel Inc,TAS,0.08,0.14,75.0,2019-02-04
83,DLB,Dolby Laboratories Inc,TAS,0.56,0.93,66.07,2019-01-30
80,DLHC,DLH Holdings Corp,TAS,0.07,0.13,85.71,2019-02-14
21,DLNG,Dynagas LNG Partners LP,TAS,0.04,-0.04,-200.0,2019-03-21
99,DLPH,Delphi Technologies PLC,TAS,0.87,1.06,21.84,2019-02-21
64,DLR,Digital Realty Trust Inc,TAS,0.29,0.15,-48.28,2019-02-05
41,DLTR,Dollar Tree Inc,TAS,1.92,1.93,0.52,2019-03-06
83,DLX,Deluxe Corp,TAS,1.47,1.54,4.76,2019-01-24
38,DM,Dominion Energy Midstream Partners LP,Before Market Open,0.32,,,2019-02-01
25,DMAC,DiaMedica Therapeutics Inc,Time Not Supplied,,,,2019-03-19
22,DMLP,Dorchester Minerals LP,After Market Close,,,,2019-02-28
50,DMPI,DelMar Pharmaceuticals Inc,TAS,-1.1,-1.0,9.09,2019-02-12
56,DMRC,Digimarc Corp,TAS,-0.75,-0.7,6.67,2019-02-21
13,DNB,Dun & Bradstreet Corp,After Market Close,,,,2019-02-11
80,DNBF,DNB Financial Corp,Time Not Supplied,0.65,0.69,6.15,2019-01-24
23,DNKN,Dunkin' Brands Group Inc,TAS,0.61,0.68,11.48,2019-02-07
34,DNOW,NOW Inc,TAS,0.06,0.11,83.33,2019-02-14
93,DNR,Denbury Resources Inc,TAS,0.09,0.1,11.11,2019-02-27
45,DO,Diamond Offshore Drilling Inc,Before Market Open,-0.4,-0.42,-5.0,2019-02-11
64,DOC,Physicians Realty Trust,TAS,0.07,0.06,-14.29,2019-02-27
66,DOCU,DocuSign Inc,After Market Close,,0.06,500.0,2019-03-14
28,DOMO,Domo Inc,TAS,-1.24,-0.94,24.19,2019-03-13
75,DOOR,Masonite International Corp,TAS,0.76,0.68,-10.53,2019-01-31
6,DOOR,Masonite International Corp,TAS,0.76,0.68,-10.53,2019-02-18
46,DORM,Dorman Products Inc,TAS,1.1,1.1,,2019-02-25
72,DOV,Dover Corp,TAS,1.29,1.43,10.85,2019-01-29
12,DOX,Amdocs Ltd,TAS,0.99,0.98,-1.01,2019-02-05
22,DPLO,Diplomat Pharmacy Inc,TAS,0.23,0.14,-39.13,2019-03-15
1,DPZ,Domino's Pizza Inc,TAS,2.69,2.62,-2.6,2019-02-21
22,DQ,Daqo New Energy Corp,Before Market Open,0.2,1.16,480.0,2019-03-13
16,DRAD,Digirad Corp,TAS,-0.2,-0.2,,2019-03-01
17,DRAD,Digirad Corp,Before Market Open,-0.2,-0.2,,2019-03-01
80,DRE,Duke Realty Corp,TAS,0.12,0.18,50.0,2019-01-30
48,DRH,DiamondRock Hospitality Co,TAS,0.1,0.12,20.0,2019-01-31
33,DRH,DiamondRock Hospitality Co,TAS,0.1,0.12,20.0,2019-02-25
19,DRI,Darden Restaurants Inc,TAS,1.74,1.8,3.45,2019-03-21
9,DRIO,DarioHealth Corp,Before Market Open,-3.0,-2.2,26.67,2019-03-25
11,DRIO,DarioHealth Corp,TAS,-3.0,-2.2,26.67,2019-03-25
30,DRNA,Dicerna Pharmaceuticals Inc,TAS,-0.22,-0.29,-31.82,2019-03-11
88,DRQ,Dril-Quip Inc,TAS,-0.2,-0.04,80.0,2019-02-26
47,DRRX,DURECT Corp,TAS,-0.05,-0.05,,2019-03-07
65,DS,Drive Shack Inc,TAS,-0.09,-0.17,-88.89,2019-03-14
20,DSKE,Daseke Inc,TAS,-0.21,-0.33,-57.14,2019-03-08
37,DSPG,DSP Group Inc,Time Not Supplied,0.08,0.11,37.5,2019-02-04
44,DSS,Document Security Systems Inc,TAS,,,,2019-03-18
10,DSW,Designer Brands Inc,Before Market Open,0.04,-0.07,-275.0,2019-03-19
93,DSX,Diana Shipping Inc,Before Market Open,0.08,0.01,-87.5,2019-02-26
56,DTE,DTE Energy Co,TAS,0.93,0.91,-2.15,2019-02-07
23,DTGI,Digerati Technologies Inc,TAS,,,,2019-03-19
13,DTRK,DATATRAK International Inc,TAS,,,,2019-03-20
49,DUK,Duke Energy Corp,TAS,0.89,0.84,-5.62,2019-02-14
78,DUUO,Duo World Inc,Time Not Supplied,,,,2019-02-13
75,DVA,DaVita Inc,TAS,0.89,0.9,1.12,2019-02-13
75,DVAX,Dynavax Technologies Corp,TAS,-0.61,-0.64,-4.92,2019-02-26
23,DVCR,Diversicare Healthcare Services Inc,TAS,,,,2019-02-28
87,DVD,Dover Motorsports Inc,Time Not Supplied,,,,2019-01-24
29,DVN,Devon Energy Corp,TAS,0.32,0.1,-68.75,2019-02-19
78,DX,Dynex Capital Inc,TAS,0.56,0.54,-3.57,2019-02-07
57,DXC,DXC Technology Co,TAS,2.05,2.23,8.78,2019-02-07
0,DXCM,DexCom Inc,TAS,0.17,0.54,217.65,2019-02-21
5,DXLG,Destination XL Group Inc,TAS,-0.05,-0.01,80.0,2019-03-22
72,DXPE,DXP Enterprises Inc,TAS,0.37,0.6,62.16,2019-03-07
73,DXYN,Dixie Group Inc,TAS,,,,2019-03-07
92,DY,Dycom Industries Inc,TAS,0.15,0.1,-33.33,2019-02-27
26,DYAI,Dyadic International Inc,After Market Close,-0.06,-0.02,66.67,2019-03-27
72,DYNE,Dyntek Inc,Time Not Supplied,,,,2019-01-23
47,DYNT,Dynatronics Corp,TAS,-0.03,-0.08,-166.67,2019-02-13
11,DYSL,Dynasil Corporation of America,TAS,,,,2019-02-13
21,DZSI,DASAN Zhone Solutions Inc,TAS,0.13,0.11,-15.38,2019-02-28
9,EA,Electronic Arts Inc,TAS,1.94,1.93,-0.52,2019-02-05
1,EACO,EACO Corp,After Market Close,,,,2019-01-07
21,EACO,EACO Corp,After Market Close,,,,2019-03-27
21,EAF,GrafTech International Ltd,TAS,0.71,0.87,22.54,2019-02-08
73,EAPH,Easton Pharmaceuticals Inc,Time Not Supplied,,,,2019-01-23
49,EARN,Ellington Residential Mortgage REIT,TAS,0.32,0.32,,2019-02-11
12,EARS,Auris Medical Holding AG,TAS,,,,2019-03-14
34,EAST,Eastside Distilling Inc,TAS,-0.22,-0.53,-140.91,2019-03-28
44,EAT,Brinker International Inc,TAS,0.89,0.89,,2019-01-29
83,EB,Eventbrite Inc,TAS,-0.14,-0.17,-21.43,2019-03-07
83,EBAY,eBay Inc,TAS,0.68,0.71,4.41,2019-01-29
21,EBIX,Ebix Inc,TAS,0.95,1.06,11.58,2019-03-01
30,EBMT,Eagle Bancorp Montana Inc,Time Not Supplied,0.31,0.26,-16.13,2019-01-29
34,EBS,Emergent BioSolutions Inc,TAS,0.65,0.75,15.38,2019-02-21
14,EBSB,Meridian Bancorp Inc,After Market Close,0.29,0.24,-17.24,2019-01-22
17,EBTC,Enterprise Bancorp Inc,After Market Close,,,,2019-01-24
82,ECHO,Echo Global Logistics Inc,TAS,0.38,0.47,23.68,2019-02-06
98,ECIA,Encision Inc,Before Market Open,,,,2019-02-07
57,ECL,Ecolab Inc,TAS,1.53,1.54,0.65,2019-02-19
16,ECOL,US Ecology Inc,TAS,0.63,0.65,3.17,2019-02-21
49,ECOM,ChannelAdvisor Corp,TAS,0.07,0.13,85.71,2019-02-13
28,ECOR,"electroCore, Inc.",TAS,-0.53,-0.53,,2019-03-27
58,ECPG,Encore Capital Group Inc,TAS,1.23,1.45,17.89,2019-02-27
50,ECR,Eclipse Resources Corp,TAS,0.04,,,2019-02-14
48,ECT,ECA Marcellus Trust I,Time Not Supplied,,,,2019-03-18
72,ED,Consolidated Edison Inc,TAS,0.75,0.77,2.67,2019-02-21
36,EDIT,Editas Medicine Inc,TAS,-0.66,-0.32,51.52,2019-02-28
56,EDRY,EuroDry Ltd,TAS,0.16,0.25,56.25,2019-02-19
56,EDU,New Oriental Education & Technology Group Inc,Before Market Open,0.03,0.14,366.67,2019-01-22
7,EDUC,Educational Development Corp,TAS,,,,2019-01-15
49,EE,El Paso Electric Co,TAS,,-0.38,,2019-02-27
96,EEFT,Euronet Worldwide Inc,TAS,1.27,1.37,7.87,2019-02-07
24,EEP,Enbridge Energy Partners LP,After Market Close,,,,2019-02-15
93,EEX,Emerald Expositions Events Inc,TAS,-0.01,,100.0,2019-02-14
87,EFC,Ellington Financial Inc,TAS,0.37,-0.02,-105.41,2019-02-20
2,EFSC,Enterprise Financial Services Corp,TAS,0.95,1.02,7.37,2019-01-21
87,EFSI,Eagle Financial Services Inc,Time Not Supplied,,,,2019-01-30
85,EFX,Equifax Inc,TAS,1.32,1.38,4.55,2019-02-20
79,EGAN,eGain Corp,TAS,,0.08,,2019-02-07
3,EGBN,Eagle Bancorp Inc,TAS,1.14,1.17,2.63,2019-01-16
11,EGDW,Edgewater Bancorp Inc,Time Not Supplied,,,,2019-03-29
1,EGHT,8x8 Inc,TAS,-0.06,-0.06,,2019-01-29
99,EGL,Engility Holdings Inc,After Market Close,,,,2019-02-27
13,EGLE,Eagle Bulk Shipping Inc,After Market Close,0.09,0.09,,2019-03-05
17,EGLE,Eagle Bulk Shipping Inc,TAS,0.09,0.09,,2019-03-06
7,EGN,Energen Corp,TAS,,,,2019-02-18
16,EGOV,NIC Inc,TAS,0.13,0.15,15.38,2019-01-30
87,EGP,Eastgroup Properties Inc,TAS,0.54,0.51,-5.56,2019-02-06
40,EGRX,Eagle Pharmaceuticals Inc,TAS,1.16,1.2,3.45,2019-02-28
75,EGY,VAALCO Energy Inc,TAS,0.05,-0.01,-120.0,2019-03-07
68,EHC,Encompass Health Corp,TAS,0.8,0.8,,2019-02-07
14,EHTH,Ehealth Inc,TAS,1.98,1.61,-18.69,2019-02-21
81,EIG,Employers Holdings Inc,TAS,0.64,1.31,104.69,2019-02-20
97,EIGI,Endurance International Group Holdings Inc,TAS,-0.05,0.09,280.0,2019-02-07
25,EIGR,Eiger BioPharmaceuticals Inc,TAS,-0.82,-0.92,-12.2,2019-03-14
80,EIX,Edison International,After Market Close,0.95,0.94,-1.05,2019-02-20
40,EKSO,Ekso Bionics Holdings Inc,TAS,-0.08,-0.09,-12.5,2019-02-28
59,EL,Estee Lauder Companies Inc,TAS,1.55,1.74,12.26,2019-02-05
3,ELAN,Elanco Animal Health Inc,TAS,0.28,0.29,3.57,2019-02-06
17,ELF,e.l.f. Beauty Inc,TAS,0.22,0.3,36.36,2019-02-26
51,ELGX,Endologix Inc,TAS,-1.98,-2.2,-11.11,2019-02-25
29,ELLO,Ellomay Capital Ltd,TAS,,,,2019-03-29
84,ELMD,Electromed Inc,TAS,,,,2019-02-13
24,ELOX,Eloxx Pharmaceuticals Inc,TAS,-0.34,-0.4,-17.65,2019-03-08
50,ELS,Equity LifeStyle Properties Inc,TAS,0.31,0.28,-9.68,2019-01-28
22,ELSE,Electro-Sensors Inc,Time Not Supplied,,,,2019-03-21
47,ELTP,Elite Pharmaceuticals Inc,TAS,,,,2019-02-11
35,ELVT,Elevate Credit Inc,TAS,0.08,0.09,12.5,2019-02-11
76,ELY,Callaway Golf Co,TAS,-0.32,-0.32,,2019-02-06
28,EMAN,eMagin Corp,TAS,-0.01,-0.05,-400.0,2019-03-28
33,EMCF,Emclaire Financial Corp,Time Not Supplied,,,,2019-01-25
44,EMCF,Emclaire Financial Corp,Time Not Supplied,,,,2019-02-05
9,EME,EMCOR Group Inc,TAS,1.35,1.38,2.22,2019-02-21
19,EMGC,Emergent Capital Inc,TAS,,,,2019-03-19
73,EMKR,EMCORE Corp,TAS,-0.08,-0.09,-12.5,2019-02-06
22,EML,Eastern Co,TAS,,,,2019-03-19
6,EMMS,Emmis Communications Corp,TAS,,,,2019-01-10
73,EMN,Eastman Chemical Co,TAS,1.6,1.39,-13.13,2019-01-31
58,EMO,Clearbridge Energy Midstream Opportunity Fund Inc,Time Not Supplied,,,,2019-01-30
34,EMR,Emerson Electric Co,Before Market Open,0.66,0.74,12.12,2019-02-04
52,ENBL,Enable Midstream Partners LP,TAS,0.27,0.38,40.74,2019-02-19
6,ENBP,ENB Financial Corp,Time Not Supplied,,,,2019-01-15
39,ENDP,Endo International PLC,TAS,0.59,0.75,27.12,2019-02-28
22,ENFC,Entegra Financial Corp,After Market Close,0.5,0.54,8.0,2019-01-17
19,ENFC,Entegra Financial Corp,TAS,0.5,0.54,8.0,2019-01-18
26,ENG,ENGlobal Corp,TAS,,,,2019-03-28
54,ENLC,EnLink Midstream LLC,TAS,0.12,1.55,1191.67,2019-02-19
11,ENLK,EnLink Midstream Partners LP,After Market Close,,,,2019-02-18
96,ENPH,Enphase Energy Inc,TAS,0.06,0.04,-33.33,2019-02-26
6,ENR,Energizer Holdings Inc,TAS,1.49,1.64,10.07,2019-01-14
65,ENR,Energizer Holdings Inc,TAS,1.49,1.64,10.07,2019-02-05
81,ENS,EnerSys,TAS,1.24,1.17,-5.65,2019-02-06
86,ENSG,Ensign Group Inc,Time Not Supplied,0.51,0.54,5.88,2019-02-06
20,ENSV,Enservco Corp,TAS,0.01,-0.01,-200.0,2019-03-28
68,ENT,Global Eagle Entertainment Inc,TAS,-0.02,-0.06,-200.0,2019-03-14
85,ENTA,Enanta Pharmaceuticals Inc,TAS,1.35,1.25,-7.41,2019-02-06
51,ENTG,Entegris Inc,TAS,0.46,0.47,2.17,2019-01-28
68,ENTG,Entegris Inc,TAS,0.46,0.47,2.17,2019-02-05
